fold,epoch,loss,mae,val_loss,val_mae,mae_phq9,val_mae_phq9
2,12,0.004391696769744158,0.05385646969079971,0.004501792602241039,0.051268041133880615,1.4541246816515923,1.3842371106147766
2,13,0.0045363106764853,0.054751694202423096,0.004401640500873327,0.05154073238372803,1.4782957434654236,1.3915997743606567
2,14,0.004215427674353123,0.05257836729288101,0.003719570580869913,0.04738618806004524,1.4196159169077873,1.2794270776212215
2,15,0.004116537980735302,0.052428387105464935,0.003793525043874979,0.048424191772937775,1.4155664518475533,1.30745317786932
2,16,0.0038791343104094267,0.05055902153253555,0.0039548263885080814,0.049091827124357224,1.36509358137846,1.325479332357645
2,17,0.0038319849409163,0.050435565412044525,0.00401730602607131,0.049408990889787674,1.3617602661252022,1.3340427540242672
2,18,0.003753309603780508,0.04964948818087578,0.0037868055514991283,0.048186663538217545,1.340536180883646,1.3010399155318737
2,19,0.0036571163218468428,0.04933678358793259,0.003729400457814336,0.04788748547434807,1.3320931568741798,1.2929621078073978
3,1,0.08414775133132935,0.23207798600196838,0.017070654779672623,0.10473360866308212,6.266105622053146,2.8278074339032173
3,2,0.028707260265946388,0.13637666404247284,0.039204396307468414,0.17063939571380615,3.6821699291467667,4.607263684272766
3,3,0.021398629993200302,0.12012388557195663,0.014869222417473793,0.09034410864114761,3.243344910442829,2.4392909333109856
3,4,0.01052720658481121,0.07986331731081009,0.015579819679260254,0.0952952653169632,2.1563095673918724,2.5729721635580063
3,5,0.01153538841754198,0.08634291589260101,0.011905021034181118,0.07873912155628204,2.3312587291002274,2.125956282019615
3,6,0.006690719164907932,0.06416569650173187,0.01212876383215189,0.084805928170681,1.7324738055467606,2.289760060608387
3,7,0.0069947028532624245,0.06667513400316238,0.010775826871395111,0.07776621729135513,1.8002286180853844,2.0996878668665886
3,8,0.005278684198856354,0.056487489491701126,0.008425007574260235,0.0680374950170517,1.5251622162759304,1.8370123654603958
3,9,0.004972745198756456,0.055341243743896484,0.008073667995631695,0.06663235276937485,1.494213581085205,1.7990735247731209
3,10,0.004517447203397751,0.05475040525197983,0.00782892294228077,0.06607192754745483,1.4782609418034554,1.7839420437812805
3,11,0.0042554414831101894,0.05240774154663086,0.008005592040717602,0.06710532307624817,1.4150090217590332,1.8118437230587006
3,12,0.003980354405939579,0.05062033608555794,0.0072392672300338745,0.0634274035692215,1.3667490743100643,1.7125398963689804
3,13,0.003860912751406431,0.049847912043333054,0.006813433021306992,0.0611967034637928,1.3458936251699924,1.6523109935224056
3,14,0.003688724711537361,0.04940815269947052,0.0067574502900242805,0.06112941354513168,1.334020122885704,1.6504941657185555
3,15,0.0036101951263844967,0.04875848814845085,0.006732129491865635,0.06094564124941826,1.316479180008173,1.645532313734293
3,16,0.0034625858534127474,0.047859497368335724,0.006452343426644802,0.05993662029504776,1.2922064289450645,1.6182887479662895
3,17,0.0034186963457614183,0.04761625453829765,0.006168819963932037,0.0585235133767128,1.2856388725340366,1.5801348611712456
3,18,0.003337788861244917,0.04738897830247879,0.0060791694559156895,0.05850561708211899,1.2795024141669273,1.5796516612172127
3,19,0.0032658204436302185,0.046805284917354584,0.005945638753473759,0.05781937763094902,1.2637426927685738,1.5611231960356236
3,20,0.0032091692555695772,0.04641783609986305,0.005784566514194012,0.05724301189184189,1.2532815746963024,1.545561321079731
3,21,0.0031462504994124174,0.046071525663137436,0.00568094989284873,0.05674005299806595,1.2439311929047108,1.5319814309477806
3,22,0.0031127706170082092,0.04592037945985794,0.005624490790069103,0.056500185281038284,1.2398502454161644,1.5255050025880337
3,23,0.0030524074099957943,0.04551517218351364,0.005533650983124971,0.05608823895454407,1.2289096489548683,1.5143824517726898
3,24,0.0030189179815351963,0.04522811621427536,0.005433590151369572,0.05563467741012573,1.2211591377854347,1.5021362900733948
3,25,0.0029804669320583344,0.045023806393146515,0.005378117319196463,0.05536288022994995,1.215642772614956,1.4947977662086487
3,26,0.0029386915266513824,0.04472086578607559,0.0053190081380307674,0.05515605956315994,1.207463376224041,1.4892136082053185
3,27,0.002910942304879427,0.04449533671140671,0.005251034628599882,0.05502281337976456,1.201374091207981,1.485615961253643
3,28,0.0028777308762073517,0.04427001625299454,0.005201791878789663,0.054904114454984665,1.1952904388308525,1.482411090284586
3,29,0.0028479869943112135,0.04405784606933594,0.005158474203199148,0.05476546287536621,1.1895618438720703,1.4786674976348877
3,30,0.002821658505126834,0.04384158179163933,0.005112593527883291,0.05466388911008835,1.1837227083742619,1.4759250059723854
4,1,0.10451126098632812,0.26546674966812134,0.022722627967596054,0.127336785197258,7.167602241039276,3.438093200325966
4,2,0.03140473738312721,0.14990778267383575,0.06399796903133392,0.22735190391540527,4.047510132193565,6.138501405715942
4,3,0.030279826372861862,0.14017744362354279,0.01548640988767147,0.08821188658475876,3.784790977835655,2.3817209377884865
4,4,0.014307898469269276,0.09435142576694489,0.011894067749381065,0.07935374975204468,2.547488495707512,2.1425512433052063
4,5,0.014927893877029419,0.097274050116539,0.013994643464684486,0.09400279819965363,2.626399353146553,2.538075551390648
4,6,0.008966615423560143,0.07674168050289154,0.008941257372498512,0.06719648838043213,2.0720253735780716,1.8143051862716675
4,7,0.0070617832243442535,0.06640812754631042,0.010710058733820915,0.08493950217962265,1.7930194437503815,2.2933665588498116
4,8,0.007732124533504248,0.0685502141714096,0.007719963788986206,0.06794174760580063,1.8508557826280594,1.834427185356617
4,9,0.00564539572224021,0.05977817624807358,0.006734834518283606,0.060322146862745285,1.6140107586979866,1.6286979652941227
4,10,0.005718932021409273,0.0606783926486969,0.007348152343183756,0.06697328388690948,1.6383166015148163,1.808278664946556
4,11,0.004852945916354656,0.05625393986701965,0.00610864395275712,0.05975222587585449,1.5188563764095306,1.6133100986480713
4,12,0.00471985200420022,0.05471384525299072,0.006610462907701731,0.06348951905965805,1.4772738218307495,1.7142170146107674
4,13,0.004668283276259899,0.054340433329343796,0.005867980420589447,0.0595475435256958,1.4671916998922825,1.6077836751937866
4,14,0.004378597717732191,0.053792864084243774,0.0057588377967476845,0.06005721539258957,1.452407330274582,1.6215448155999184
4,15,0.004280940629541874,0.0531347282230854,0.005637921392917633,0.06016562134027481,1.434637662023306,1.62447177618742
4,16,0.004040093626827002,0.0518336184322834,0.005393733736127615,0.05898384004831314,1.3995076976716518,1.5925636813044548
4,17,0.00402624299749732,0.05133787542581558,0.005436574574559927,0.0599965825676918,1.3861226364970207,1.6199077293276787
4,18,0.0038780118338763714,0.05066118389368057,0.0052182856015861034,0.05875780060887337,1.3678519651293755,1.586460616439581
4,19,0.003804052947089076,0.050277046859264374,0.005223935469985008,0.05950291082262993,1.357480265200138,1.606578592211008
4,20,0.003689223900437355,0.049414344131946564,0.0050212848000228405,0.05851597711443901,1.3341872915625572,1.5799313820898533
4,21,0.0036379285156726837,0.04899328202009201,0.005000694189220667,0.05888969823718071,1.3228186145424843,1.5900218524038792
4,22,0.003554068971425295,0.048393286764621735,0.0048684729263186455,0.05820680782198906,1.3066187426447868,1.5715838111937046
4,23,0.003485902678221464,0.0478832870721817,0.004841156769543886,0.05837357044219971,1.292848750948906,1.576086401939392
4,24,0.0034135174937546253,0.047329433262348175,0.0047415136359632015,0.05788649991154671,1.2778946980834007,1.562935497611761
4,25,0.003362267045304179,0.04694709926843643,0.004712747875601053,0.05788784474134445,1.2675716802477837,1.5629718080163002
4,26,0.0033016246743500233,0.04649916663765907,0.004641999490559101,0.05755850672721863,1.255477499216795,1.554079681634903
4,27,0.0032496682833880186,0.04611125588417053,0.004603156354278326,0.0574805848300457,1.2450039088726044,1.551975790411234
4,28,0.0031971498392522335,0.04575181007385254,0.004547084216028452,0.05725569650530815,1.2352988719940186,1.54590380564332
4,29,0.0031529334373772144,0.04538864642381668,0.004513590596616268,0.05717272683978081,1.2254934534430504,1.5436636246740818
4,30,0.0031056355219334364,0.04500092193484306,0.004474202170968056,0.057015467435121536,1.2150248922407627,1.5394176207482815
5,1,0.10578078031539917,0.24373066425323486,0.020115124061703682,0.11753697693347931,6.580727934837341,3.1734983772039413
5,2,0.02871747873723507,0.13443513214588165,0.05030893534421921,0.1936229169368744,3.6297485679388046,5.2278187572956085
5,3,0.02457413822412491,0.12303255498409271,0.016116175800561905,0.09464097768068314,3.3218789845705032,2.5553063973784447
5,4,0.012547383084893227,0.08959551900625229,0.01563524827361107,0.09414683282375336,2.419079013168812,2.5419644862413406
5,5,0.013649757020175457,0.09499117732048035,0.012296473607420921,0.07806859165430069,2.5647617876529694,2.1078519746661186
5,6,0.006669086869806051,0.0671439990401268,0.010658275336027145,0.07769608497619629,1.8128879740834236,2.0977942943573
5,7,0.006975713185966015,0.06645964086055756,0.012124943546950817,0.08475224673748016,1.794410303235054,2.2883106619119644
5,8,0.00579856988042593,0.060437239706516266,0.008960956707596779,0.06900244951248169,1.6318054720759392,1.8630661368370056
5,9,0.0050232186913490295,0.058731116354465485,0.008722178637981415,0.06896229088306427,1.585740141570568,1.8619818538427353
5,10,0.00470684003084898,0.056359101086854935,0.007676540408283472,0.06352151185274124,1.5216957293450832,1.7150808200240135
5,11,0.004202345851808786,0.05205872654914856,0.007735985331237316,0.06641960144042969,1.405585616827011,1.7933292388916016
5,12,0.004150531254708767,0.05110767483711243,0.007304973900318146,0.0634147897362709,1.3799072206020355,1.7121993228793144
5,13,0.003918088041245937,0.0510336235165596,0.0072169057093560696,0.06213176250457764,1.3779078349471092,1.6775575876235962
5,14,0.003788597183302045,0.05038532614707947,0.007064516190439463,0.06176076456904411,1.3604038059711456,1.667540643364191
5,15,0.003623051568865776,0.048982854932546616,0.00694154342636466,0.06232084706425667,1.3225370831787586,1.68266287073493
5,16,0.0035657964181154966,0.04826681688427925,0.006736919283866882,0.06150873377919197,1.3032040558755398,1.6607358120381832
5,17,0.003490545554086566,0.04839431121945381,0.006544878240674734,0.06034236028790474,1.306646402925253,1.629243727773428
5,18,0.003416868392378092,0.04776275157928467,0.00639154901728034,0.060036320239305496,1.289594292640686,1.6209806464612484
5,19,0.0033453013747930527,0.04735128954052925,0.006279750727117062,0.05999723821878433,1.2784848175942898,1.619925431907177
5,20,0.0032933850307017565,0.046865686774253845,0.006131989415735006,0.059176005423069,1.2653735429048538,1.597752146422863
5,21,0.0032462782692164183,0.046712469309568405,0.006029118318110704,0.058776356279850006,1.261236671358347,1.5869616195559502
5,22,0.0031886964570730925,0.04626947268843651,0.00592513382434845,0.05840548872947693,1.2492757625877857,1.576948195695877
5,23,0.003151947632431984,0.04596509411931038,0.0058571347035467625,0.0582418218255043,1.2410575412213802,1.5725291892886162
5,24,0.003110236953943968,0.04570858180522919,0.005773504730314016,0.05765749141573906,1.234131708741188,1.5567522682249546
5,25,0.0030771084129810333,0.045475881546735764,0.005711783654987812,0.05742465704679489,1.2278488017618656,1.550465740263462
5,26,0.003038751194253564,0.0452289916574955,0.005644587334245443,0.05711679905653,1.2211827747523785,1.54215357452631
5,27,0.0030099679715931416,0.04500815272331238,0.005582117475569248,0.05675959587097168,1.2152201235294342,1.5325090885162354
5,28,0.002980639459565282,0.04482842981815338,0.005527573172003031,0.0564497709274292,1.2103676050901413,1.5241438150405884
5,29,0.002951266709715128,0.044597774744033813,0.005476863589137793,0.05616337060928345,1.204139918088913,1.516411006450653
5,30,0.002926636952906847,0.04439593106508255,0.005433599464595318,0.0559040792286396,1.1986901387572289,1.5094101391732693
